modelName,regime,horizonSamples,horizonSeconds,runCount,forecastCount,truthRMSE,measurementRMSE,posteriorTruthRMSE,medianTruthRMSE,worstTruthRMSE,peakAbsoluteError,catastrophicForecastCount,catastrophicFraction,nonfiniteForecastCount
EDMD hybrid,varied,1,0.001,10,1280,0.000272435570673241,0.000523891353470928,0.00964953266878903,0.000281187588552393,0.000291067743865813,0.000863405922042676,0,0,0
EDMD hybrid,varied,20,0.02,10,1280,0.0013124143181565,0.00138900972595216,0.00967657925253558,0.00125644549968732,0.001688715068521,0.00436625225558052,0,0,0
EDMD hybrid,varied,50,0.05,10,1280,0.00490026208424945,0.00490106874316501,0.0106136604292224,0.00459695961695856,0.00662804429698794,0.0154131257134905,0,0,0
EDMD hybrid,varied,100,0.1,10,1280,0.0157103181960123,0.0156894762159082,0.0174719320840331,0.014624449404175,0.0217776715035719,0.0476575804207052,0,0,0
EDMD hybrid,varied,250,0.25,10,1280,0.0709266906106108,0.0709058169951453,0.0693270700641164,0.067779019931742,0.102697628198503,0.199404430945833,18,0.0140625,0
EDMD hybrid,nonlinear,1,0.001,10,1280,0.000423986233225392,0.000617789181281268,0.0185633818460226,0.000411034247581008,0.000620570375720986,0.00175722969718606,0,0,0
EDMD hybrid,nonlinear,20,0.02,10,1280,0.00371336783078508,0.00372763383271271,0.0185773829511067,0.0036420391375985,0.00638685348580471,0.0178916167408293,0,0,0
EDMD hybrid,nonlinear,50,0.05,10,1280,0.0136543683160621,0.013671196529521,0.0213360401686036,0.0131516689690067,0.024081237461383,0.0667660688986058,0,0,0
EDMD hybrid,nonlinear,100,0.1,10,1280,0.0383658493804772,0.0383556178100276,0.0395638626171316,0.0360734030447998,0.069273118971936,0.163280361444112,0,0,0
EDMD hybrid,nonlinear,250,0.25,10,1280,0.132233191759712,0.132223680333027,0.132276085448337,0.127333753655982,0.242684410919274,0.46273025853438,265,0.20703125,0
EDMD hybrid,stress,1,0.001,10,1280,0.00100179959615751,0.00110192009888748,0.0414683180030485,0.000954640357012197,0.00141302959997418,0.00441816351450947,0,0,0
EDMD hybrid,stress,20,0.02,10,1280,0.0114639802793548,0.0114813454585344,0.0414746319998657,0.0108733118648634,0.0165272829337177,0.0518249704653664,0,0,0
EDMD hybrid,stress,50,0.05,10,1280,0.0424529717112607,0.0424387041043529,0.0530507384300951,0.0402676317660453,0.0610080792970305,0.166736689032939,0,0,0
EDMD hybrid,stress,100,0.1,10,1280,0.118139112338415,0.11812441121483,0.115219479177236,0.112764473221922,0.165009647873532,0.408506188216059,219,0.17109375,0
EDMD hybrid,stress,250,0.25,10,1280,0.351806426497575,0.351831053721284,0.344587600683963,0.334182042422227,0.509993515001952,1.19705025621949,825,0.64453125,0
EDMD hybrid,nonlinear_transient,1,0.001,6,768,0.000348949048094243,0.000563177902782681,0.0232292110111478,0.000358461847679736,0.000371677463982668,0.00154644755601924,0,0,0
EDMD hybrid,nonlinear_transient,20,0.02,6,768,0.00287785031149271,0.0029244496377073,0.0233868706279928,0.00293279461815104,0.00337795658441811,0.0162018226305498,0,0,0
EDMD hybrid,nonlinear_transient,50,0.05,6,768,0.0109271498781918,0.0109578844141192,0.0250331674692862,0.0111686273226543,0.0129293236720267,0.0533299288778891,0,0,0
EDMD hybrid,nonlinear_transient,100,0.1,6,768,0.0330583098566115,0.0330557689491406,0.0379832845350546,0.0338239005865956,0.0391973714731597,0.140529664018559,0,0,0
EDMD hybrid,nonlinear_transient,250,0.25,6,768,0.133297297654916,0.133320729243305,0.132027662966896,0.135887906790117,0.156722400742528,0.374499529628097,167,0.217447916666667,0
EDMD hybrid,stress_changed_controller,1,0.001,6,768,0.000626852698707655,0.000781270629300599,0.0565288399736453,0.000606524464329474,0.000748806618723425,0.00419144663294457,0,0,0
EDMD hybrid,stress_changed_controller,20,0.02,6,768,0.00687588975405257,0.00690706681832836,0.0568967617773772,0.00647858291516366,0.00880940231984097,0.0447744465593132,0,0,0
EDMD hybrid,stress_changed_controller,50,0.05,6,768,0.0263000833463616,0.0263048398220491,0.0624890605490663,0.0247426524392344,0.0339758089450205,0.154255480872574,0,0,0
EDMD hybrid,stress_changed_controller,100,0.1,6,768,0.0793636333629769,0.0793833461280632,0.0975783131665356,0.0750121256758282,0.101917697851045,0.375709543122951,53,0.0690104166666667,0
EDMD hybrid,stress_changed_controller,250,0.25,6,768,0.318740665177498,0.318752290922596,0.325688599371684,0.302758299788836,0.406027292344064,1.01299081096692,344,0.447916666666667,0
Weighted linear hybrid,nominal,1,0.001,10,1280,0.00012190582464136,0.000486103411631235,0.000121301268456512,0.000119660127400179,0.000159710064069798,0.000831109409043129,0,0,0
Weighted linear hybrid,nominal,20,0.02,10,1280,0.000109541519261612,0.00047331223673322,0.000101606161617671,0.000101969187377689,0.000196703619670244,0.000948842791171169,0,0,0
Weighted linear hybrid,nominal,50,0.05,10,1280,0.00013889308649748,0.000493698214869519,0.000119456941920925,0.000107754266835508,0.000405375168015512,0.00256183986380176,0,0,0
Weighted linear hybrid,nominal,100,0.1,10,1280,0.000218861008379873,0.000537104954023073,0.000180123679530603,0.000109984975588622,0.00106153416781014,0.00672538284519728,0,0,0
Weighted linear hybrid,nominal,250,0.25,10,1280,0.000593167848207407,0.00090333707681187,0.00055239081325739,0.000110347044680117,0.00432000386597228,0.0241076052607411,0,0,0
Weighted linear hybrid,varied,1,0.001,10,1280,0.00137039724679233,0.00143722318487529,0.0096044754247093,0.00136921769769748,0.00253396788668674,0.0146929476212784,0,0,0
Weighted linear hybrid,varied,20,0.02,10,1280,0.00255052514116837,0.00256308542911065,0.00977634469938396,0.00249660607770995,0.00441928579583159,0.023542393669552,0,0,0
Weighted linear hybrid,varied,50,0.05,10,1280,0.00688277541993277,0.00687475358937103,0.0115046989494544,0.00649697369894103,0.0109881709078426,0.0518160841369125,0,0,0
Weighted linear hybrid,varied,100,0.1,10,1280,0.0183716132570708,0.0183499592060734,0.0197321705791638,0.018080223998009,0.0266848187718242,0.102869536747763,0,0,0
Weighted linear hybrid,varied,250,0.25,10,1280,0.0744994752211925,0.0744764655089564,0.0728285969240452,0.0720886983069292,0.102876034049784,0.232555800889516,19,0.01484375,0
Weighted linear hybrid,nonlinear,1,0.001,10,1280,0.00331681735516764,0.00334245284385319,0.0184227415190676,0.00359187561975101,0.00482915432849688,0.0215537803189958,0,0,0
Weighted linear hybrid,nonlinear,20,0.02,10,1280,0.00619531350081076,0.00619967481039416,0.0188462513937483,0.0061058863354605,0.00856880480451113,0.0323442766262468,0,0,0
Weighted linear hybrid,nonlinear,50,0.05,10,1280,0.0168330508033661,0.0168471837481508,0.0233237235471355,0.0161574668856662,0.0251066225609717,0.0670349144209904,0,0,0
Weighted linear hybrid,nonlinear,100,0.1,10,1280,0.0412057164995476,0.0411933736120073,0.0425523568242884,0.0406562679753007,0.0665517558471374,0.163534115566524,0,0,0
Weighted linear hybrid,nonlinear,250,0.25,10,1280,0.129723736737011,0.129715083042412,0.130182608994241,0.125164334702779,0.238229491058209,0.460790173733469,262,0.2046875,0
Weighted linear hybrid,stress,1,0.001,10,1280,0.0264426196461884,0.026457117383034,0.0373649146445899,0.0220746376843071,0.0534585378050299,0.0986575040233071,0,0,0
Weighted linear hybrid,stress,20,0.02,10,1280,0.0409454896953174,0.0409263467420091,0.0484322087418268,0.0342341523057155,0.0815116384566891,0.150617631747282,0,0,0
Weighted linear hybrid,stress,50,0.05,10,1280,0.0874079278743331,0.0874191998969475,0.0899291127607575,0.0738679492181249,0.171293955566553,0.311568745345749,142,0.1109375,0
Weighted linear hybrid,stress,100,0.1,10,1280,0.166991734144698,0.166971853307299,0.166677668448214,0.143821908357718,0.321003260514577,0.579106936551411,377,0.29453125,0
Weighted linear hybrid,stress,250,0.25,10,1280,0.352041506674178,0.352051889450294,0.350566558921415,0.323510248322725,0.66475158567471,1.23132124431571,771,0.60234375,0
Weighted linear hybrid,nonlinear_transient,1,0.001,6,768,0.00383488359386621,0.00386140795624547,0.0230899612871742,0.00403979283411696,0.00503417809959198,0.0204333810597235,0,0,0
Weighted linear hybrid,nonlinear_transient,20,0.02,6,768,0.00651579925760755,0.0065365412714357,0.0236644208287347,0.00682304969440261,0.00835957069738747,0.0306869218266977,0,0,0
Weighted linear hybrid,nonlinear_transient,50,0.05,6,768,0.0165601297708148,0.0165906734804484,0.0275483985922047,0.017204599628188,0.0207253666924085,0.0649220794492523,0,0,0
Weighted linear hybrid,nonlinear_transient,100,0.1,6,768,0.0409624847206126,0.0409601585758405,0.044693615566378,0.0422925402182428,0.0501496363226058,0.141008611972158,0,0,0
Weighted linear hybrid,nonlinear_transient,250,0.25,6,768,0.146470307631778,0.146487489469226,0.145155869168318,0.150023829207802,0.174702056493681,0.375676611491991,199,0.259114583333333,0
Weighted linear hybrid,stress_changed_controller,1,0.001,6,768,0.0440906015947296,0.0440838028838418,0.0484804275401483,0.0410778305653754,0.057990151312076,0.100574300402558,0,0,0
Weighted linear hybrid,stress_changed_controller,20,0.02,6,768,0.0673626345667182,0.067384309419996,0.0703620514583783,0.0627687715436238,0.0885083743248954,0.152555476755397,0,0,0
