modelName,regime,eventGroup,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,nonfiniteForecastCount,learnedCandidateNonfiniteCount,unknownReversalForecastCount,startupTargetCount,truthBias,truthStd,truthRMSE,truthP95AbsoluteError,truthMaxAbsoluteError,measurementBias,measurementStd,measurementRMSE,measurementP95AbsoluteError,measurementMaxAbsoluteError,posteriorTruthRMSE
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230403,33,230403,50,0.05,69,0,0,0,0,-0.0191539304166328,0.0714083840393796,0.0739326068897934,0.178266730868177,0.19965606195042,-0.0190624145906144,0.0713941530099937,0.0738952010217095,0.178110730202356,0.19915073797625,0.0767275837001796
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230404,34,230404,50,0.05,73,0,0,0,0,0.00436678871380113,0.0338451865938941,0.0341257307503663,0.0688649916651408,0.155087353503384,0.00430708548307777,0.0338839273395819,0.0341565735593108,0.0689228051481451,0.155071598628165,0.0449447761286344
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230405,35,230405,50,0.05,70,0,0,0,0,0.00655971624405864,0.0521214489192501,0.05253261191531,0.160076008874507,0.176053929790881,0.00649199392211751,0.0521537371780803,0.0525562392749433,0.160843212149736,0.175643235407254,0.0589683893425514
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230406,36,230406,50,0.05,85,0,0,0,0,0.0196909100832346,0.0978671836409815,0.0998284407056608,0.241308747067395,0.252284876898119,0.0198108847160788,0.0978202159308619,0.0998061410835737,0.241317276322547,0.251959154375777,0.102694777446296
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230407,37,230407,50,0.05,67,0,0,0,0,0.0160808279894588,0.128646302500562,0.129647461123976,0.243721834931028,0.284044369341149,0.0160936951787859,0.128652767041128,0.12965547227883,0.243957449794642,0.284630223041644,0.13079749492236
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230408,38,230408,50,0.05,68,0,0,0,0,-0.00308207395753293,0.0553889207406645,0.0554746042860633,0.146335341154172,0.161039986731734,-0.00310946070501895,0.0554369430665296,0.0555240794830288,0.147240139096937,0.160648822661249,0.061469005254863
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230409,39,230409,50,0.05,83,0,0,0,0,-0.0375367534447906,0.180304784622596,0.184170636142072,0.302054837688131,0.311568745345749,-0.0375163225729658,0.180367173618837,0.184227554341489,0.302673457825789,0.311278141556725,0.185320111863545
Weighted EDMD hybrid,stress,awayFromReversal,stress_seed_230410,40,230410,50,0.05,75,0,0,0,0,0.00470846830713516,0.025830281179076,0.0262559155161161,0.0710927232960673,0.0820537134376757,0.00474124823808259,0.0258655748016682,0.0262965281867363,0.0713629057476724,0.0823777914023011,0.0320441004781983
Weighted EDMD hybrid,stress,all,stress_seed_230401,31,230401,100,0.1,128,0,0,0,0,-0.00584076454509714,0.0835617425471738,0.083765621516177,0.184294236891821,0.208414719809469,-0.00590415162847327,0.083493733354091,0.0837022252742186,0.184040044618516,0.208929356471822,0.0816691733086768
Weighted EDMD hybrid,stress,all,stress_seed_230402,32,230402,100,0.1,128,0,0,0,0,0.00095728590890995,0.227609846528193,0.227611859605116,0.412131546776039,0.477607703600609,0.000995139420984757,0.227618241021846,0.227620416369767,0.41241713635173,0.478325815779567,0.227315531341575
