regime,eventGroup,modelName,baseline,runName,runIndex,seed,horizonSamples,horizonSeconds,forecastCount,modelTruthRMSE,baselineTruthRMSE,truthRMSEDelta,modelNonfiniteForecastCount,baselineNonfiniteForecastCount,pairFailed,bothFailed,modelWins
nominal,nearReversal,Nominal physics,Linear hybrid,nominal_seed_130102,2,130102,50,0.05,44,0.000131444211580857,0.00131136626025508,-0.00117992204867422,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130103,3,130103,50,0.05,35,7.78949155695266e-05,0.000334680207493281,-0.000256785291923754,0,0,0,0,1
nominal,nearReversal,Nominal physics,Linear hybrid,nominal_seed_130103,3,130103,50,0.05,35,7.78949155695266e-05,0.00129360517928933,-0.0012157102637198,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130104,4,130104,50,0.05,41,9.40566941034182e-05,0.000439758909129539,-0.000345702215026121,0,0,0,0,1
nominal,nearReversal,Nominal physics,Linear hybrid,nominal_seed_130104,4,130104,50,0.05,41,9.40566941034182e-05,0.00191108764934016,-0.00181703095523674,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130105,5,130105,50,0.05,39,0.000108174671647428,0.000444809313128779,-0.000336634641481352,0,0,0,0,1
nominal,nearReversal,Nominal physics,Linear hybrid,nominal_seed_130105,5,130105,50,0.05,39,0.000108174671647428,0.00166361782582271,-0.00155544315417529,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130106,6,130106,50,0.05,40,7.25253488500615e-05,0.000313010051371083,-0.000240484702521022,0,0,0,0,1
nominal,nearReversal,Nominal physics,Linear hybrid,nominal_seed_130106,6,130106,50,0.05,40,7.25253488500615e-05,0.00153051699390529,-0.00145799164505523,0,0,0,0,1
nominal,nearReversal,Nominal physics,Persistent innovation,nominal_seed_130107,7,130107,50,0.05,41,8.31618708011404e-05,0.000331881712785842,-0.000248719841984701,0,0,0,0,1
