modelName,regime,eventGroup,horizonSamples,horizonSeconds,forecastCount,nonfiniteForecastCount,learnedCandidateNonfiniteCount,unknownReversalForecastCount,startupTargetCount,truthBias,truthStd,truthRMSE,truthP95AbsoluteError,truthMaxAbsoluteError,measurementBias,measurementStd,measurementRMSE,measurementP95AbsoluteError,measurementMaxAbsoluteError,posteriorTruthRMSE,runCount
Persistent innovation,varied,awayFromReversal,50,0.05,892,0,0,0,0,1.45734761683171e-07,0.00554465067719941,0.00555716656401088,0.00984938699790902,0.0139045812871796,1.26567171625937e-05,0.0055529268535705,0.00556429863615579,0.0100551723895908,0.0145256987712081,0.010628216687756,10
Persistent innovation,varied,all,100,0.1,1280,0,0,0,0,0.000195756407095355,0.0172819240334199,0.0173419159162525,0.0309151084252511,0.0433604564812343,0.000210862322038754,0.0172843176130737,0.0173433311724662,0.0310565018241987,0.0440801776808645,0.0179528570296406,10
Persistent innovation,varied,nearReversal,100,0.1,381,0,0,0,0,0.000853996244388795,0.0174695935012489,0.0178813709694438,0.0315467851394361,0.0417533443742059,0.000882989299135152,0.0174947360661191,0.0179030285266071,0.0317483031198733,0.0416808454438565,0.0179654880047545,10
Persistent innovation,varied,awayFromReversal,100,0.1,899,0,0,0,0,-0.000125352640203953,0.0169925414307333,0.0170274460021303,0.0305729587279623,0.0433604564812343,-0.000116876091090289,0.0169871232938215,0.0170208330926543,0.0307579221783893,0.0440801776808645,0.0178743079207438,10
Persistent innovation,varied,all,250,0.25,1280,0,0,0,0,0.00270769315719782,0.0834635294271278,0.0838780784186919,0.148633100405688,0.203647659325326,0.00270349090887606,0.0834459432939758,0.0838589761731469,0.148574839507774,0.203153613959554,0.0799474747451176,10
Persistent innovation,varied,nearReversal,250,0.25,374,0,0,0,0,0.00445761127563521,0.0811084308484396,0.0836961096032205,0.14735974276627,0.195930891512494,0.00442527863831516,0.0811105280214073,0.0836931267132225,0.147336509160991,0.196492160311495,0.079418328857322,10
Persistent innovation,varied,awayFromReversal,250,0.25,906,0,0,0,0,0.00153064264368216,0.0834040909790783,0.0837906652498534,0.15013598150017,0.203647659325326,0.00153865821119208,0.0833781681125027,0.0837636426608924,0.150156360473072,0.203153613959554,0.0800196459121667,10
Linear hybrid,varied,all,1,0.001,1280,0,0,0,0,-4.3797722640324e-06,0.000255729117944871,0.000256921051410488,0.000514422047080951,0.00083300166934857,-1.02537161276317e-05,0.000541407078551262,0.000542927559714264,0.001005181849907,0.00142961928809504,0.00977574251791451,10
Linear hybrid,varied,nearReversal,1,0.001,389,0,0,0,0,-1.57724965927119e-05,0.000267131715719337,0.000270113485832359,0.000551819283909705,0.000742836579251931,-1.76474745833218e-05,0.000529701270726138,0.000533797681071606,0.00108853242512,0.00142961928809504,0.00957474640709662,10
Linear hybrid,varied,awayFromReversal,1,0.001,891,0,0,0,0,3.56632059463307e-07,0.000250248922976122,0.000251493961713283,0.000492796362756443,0.00083300166934857,-3.99702356072571e-06,0.000541946152389751,0.000544542772121986,0.000992485067300418,0.00134630281417003,0.00986717812621352,10
