Record,Fixture,Variant,Arm,Kind,Elapsed_s,Status,Error
V2EVAL03_V09_SW_ONLY_exposed,V2EVAL03,V09,SW_ONLY,exposed,13.6790537,passed,
V2EVAL03_V09_COMBINED_clean,V2EVAL03,V09,COMBINED,clean,9.59033,passed,
V2EVAL03_V09_COMBINED_exposed,V2EVAL03,V09,COMBINED,exposed,12.2346878,passed,
V2EVAL04_V09_BASELINE_clean,V2EVAL04,V09,BASELINE,clean,7.9950321,passed,
V2EVAL04_V09_BASELINE_exposed,V2EVAL04,V09,BASELINE,exposed,11.6638211,passed,
V2EVAL04_V09_EM_ONLY_clean,V2EVAL04,V09,EM_ONLY,clean,8.1082442,passed,
V2EVAL04_V09_EM_ONLY_exposed,V2EVAL04,V09,EM_ONLY,exposed,11.5293297,passed,
V2EVAL04_V09_SW_ONLY_clean,V2EVAL04,V09,SW_ONLY,clean,9.7899511,passed,
V2EVAL04_V09_SW_ONLY_exposed,V2EVAL04,V09,SW_ONLY,exposed,11.3614032,passed,
V2EVAL04_V09_COMBINED_clean,V2EVAL04,V09,COMBINED,clean,10.7513793,passed,
V2EVAL04_V09_COMBINED_exposed,V2EVAL04,V09,COMBINED,exposed,12.8350187,passed,
V2EVAL05_V09_BASELINE_clean,V2EVAL05,V09,BASELINE,clean,7.6900191,passed,
V2EVAL05_V09_BASELINE_exposed,V2EVAL05,V09,BASELINE,exposed,10.0240612,passed,
V2EVAL05_V09_EM_ONLY_clean,V2EVAL05,V09,EM_ONLY,clean,7.2231358,passed,
V2EVAL05_V09_EM_ONLY_exposed,V2EVAL05,V09,EM_ONLY,exposed,11.1436019,passed,
V2EVAL05_V09_SW_ONLY_clean,V2EVAL05,V09,SW_ONLY,clean,10.482453,passed,
V2EVAL05_V09_SW_ONLY_exposed,V2EVAL05,V09,SW_ONLY,exposed,13.0814327,passed,
V2EVAL05_V09_COMBINED_clean,V2EVAL05,V09,COMBINED,clean,9.6623816,passed,
V2EVAL05_V09_COMBINED_exposed,V2EVAL05,V09,COMBINED,exposed,12.4072865,passed,
V2EVAL06_V09_BASELINE_clean,V2EVAL06,V09,BASELINE,clean,7.948557,passed,
V2EVAL06_V09_BASELINE_exposed,V2EVAL06,V09,BASELINE,exposed,11.2173315,passed,
V2EVAL06_V09_EM_ONLY_clean,V2EVAL06,V09,EM_ONLY,clean,8.1747722,passed,
V2EVAL06_V09_EM_ONLY_exposed,V2EVAL06,V09,EM_ONLY,exposed,11.1563685,passed,
V2EVAL06_V09_SW_ONLY_clean,V2EVAL06,V09,SW_ONLY,clean,9.8395404,passed,
V2EVAL06_V09_SW_ONLY_exposed,V2EVAL06,V09,SW_ONLY,exposed,12.9860028,passed,
V2EVAL06_V09_COMBINED_clean,V2EVAL06,V09,COMBINED,clean,10.0393639,passed,
V2EVAL06_V09_COMBINED_exposed,V2EVAL06,V09,COMBINED,exposed,13.5175014,passed,
V2EVAL07_V09_BASELINE_clean,V2EVAL07,V09,BASELINE,clean,7.4181242,passed,
V2EVAL07_V09_BASELINE_exposed,V2EVAL07,V09,BASELINE,exposed,10.112411,passed,
V2EVAL07_V09_EM_ONLY_clean,V2EVAL07,V09,EM_ONLY,clean,7.564745,passed,
V2EVAL07_V09_EM_ONLY_exposed,V2EVAL07,V09,EM_ONLY,exposed,10.1354986,passed,
V2EVAL07_V09_SW_ONLY_clean,V2EVAL07,V09,SW_ONLY,clean,9.331405,passed,
V2EVAL07_V09_SW_ONLY_exposed,V2EVAL07,V09,SW_ONLY,exposed,11.4608479,passed,
V2EVAL07_V09_COMBINED_clean,V2EVAL07,V09,COMBINED,clean,9.8150514,passed,
V2EVAL07_V09_COMBINED_exposed,V2EVAL07,V09,COMBINED,exposed,12.6110658,passed,
V2EVAL08_V09_BASELINE_clean,V2EVAL08,V09,BASELINE,clean,7.1303371,passed,
V2EVAL08_V09_BASELINE_exposed,V2EVAL08,V09,BASELINE,exposed,10.6732998,passed,
V2EVAL08_V09_EM_ONLY_clean,V2EVAL08,V09,EM_ONLY,clean,7.3900013,passed,
V2EVAL08_V09_EM_ONLY_exposed,V2EVAL08,V09,EM_ONLY,exposed,9.8841094,passed,
V2EVAL08_V09_SW_ONLY_clean,V2EVAL08,V09,SW_ONLY,clean,8.8194802,passed,
V2EVAL08_V09_SW_ONLY_exposed,V2EVAL08,V09,SW_ONLY,exposed,12.9564764,passed,
V2EVAL08_V09_COMBINED_clean,V2EVAL08,V09,COMBINED,clean,8.8041518,passed,
V2EVAL08_V09_COMBINED_exposed,V2EVAL08,V09,COMBINED,exposed,13.8622156,passed,
V2EVAL09_V09_BASELINE_clean,V2EVAL09,V09,BASELINE,clean,7.6622956,passed,
V2EVAL09_V09_BASELINE_exposed,V2EVAL09,V09,BASELINE,exposed,11.5156233,passed,
V2EVAL09_V09_EM_ONLY_clean,V2EVAL09,V09,EM_ONLY,clean,7.695468,passed,
V2EVAL09_V09_EM_ONLY_exposed,V2EVAL09,V09,EM_ONLY,exposed,10.6067371,passed,
V2EVAL09_V09_SW_ONLY_clean,V2EVAL09,V09,SW_ONLY,clean,8.8012711,passed,
V2EVAL09_V09_SW_ONLY_exposed,V2EVAL09,V09,SW_ONLY,exposed,12.2618745,passed,
V2EVAL09_V09_COMBINED_clean,V2EVAL09,V09,COMBINED,clean,9.0853237,passed,
V2EVAL09_V09_COMBINED_exposed,V2EVAL09,V09,COMBINED,exposed,16.1979344,passed,
V2EVAL10_V09_BASELINE_clean,V2EVAL10,V09,BASELINE,clean,9.960361,passed,
V2EVAL10_V09_BASELINE_exposed,V2EVAL10,V09,BASELINE,exposed,15.1589658,passed,
V2EVAL10_V09_EM_ONLY_clean,V2EVAL10,V09,EM_ONLY,clean,9.9940409,passed,
V2EVAL10_V09_EM_ONLY_exposed,V2EVAL10,V09,EM_ONLY,exposed,15.0792192,passed,
V2EVAL10_V09_SW_ONLY_clean,V2EVAL10,V09,SW_ONLY,clean,9.2030909,passed,
V2EVAL10_V09_SW_ONLY_exposed,V2EVAL10,V09,SW_ONLY,exposed,13.3013267,passed,
V2EVAL10_V09_COMBINED_clean,V2EVAL10,V09,COMBINED,clean,9.1843779,passed,
V2EVAL10_V09_COMBINED_exposed,V2EVAL10,V09,COMBINED,exposed,12.7411222,passed,
V2EVAL11_V09_BASELINE_clean,V2EVAL11,V09,BASELINE,clean,7.2848154,passed,
V2EVAL11_V09_BASELINE_exposed,V2EVAL11,V09,BASELINE,exposed,11.3303259,passed,
V2EVAL11_V09_EM_ONLY_clean,V2EVAL11,V09,EM_ONLY,clean,7.7970727,passed,
V2EVAL11_V09_EM_ONLY_exposed,V2EVAL11,V09,EM_ONLY,exposed,10.4641831,passed,
V2EVAL11_V09_SW_ONLY_clean,V2EVAL11,V09,SW_ONLY,clean,9.9923225,passed,
V2EVAL11_V09_SW_ONLY_exposed,V2EVAL11,V09,SW_ONLY,exposed,11.7967437,passed,
V2EVAL11_V09_COMBINED_clean,V2EVAL11,V09,COMBINED,clean,8.4889332,passed,
V2EVAL11_V09_COMBINED_exposed,V2EVAL11,V09,COMBINED,exposed,10.4354402,passed,
V2EVAL12_V09_BASELINE_clean,V2EVAL12,V09,BASELINE,clean,6.6620587,passed,
V2EVAL12_V09_BASELINE_exposed,V2EVAL12,V09,BASELINE,exposed,11.4014066,passed,
V2EVAL12_V09_EM_ONLY_clean,V2EVAL12,V09,EM_ONLY,clean,7.455934,passed,
V2EVAL12_V09_EM_ONLY_exposed,V2EVAL12,V09,EM_ONLY,exposed,11.3452602,passed,
V2EVAL12_V09_SW_ONLY_clean,V2EVAL12,V09,SW_ONLY,clean,8.6484309,passed,
V2EVAL12_V09_SW_ONLY_exposed,V2EVAL12,V09,SW_ONLY,exposed,12.6042012,passed,
V2EVAL12_V09_COMBINED_clean,V2EVAL12,V09,COMBINED,clean,8.1913297,passed,
V2EVAL12_V09_COMBINED_exposed,V2EVAL12,V09,COMBINED,exposed,12.7130821,passed,
V2EVAL01_V10_BASELINE_clean,V2EVAL01,V10,BASELINE,clean,15.6737455,passed,
V2EVAL01_V10_BASELINE_exposed,V2EVAL01,V10,BASELINE,exposed,18.5933809,passed,
V2EVAL01_V10_EM_ONLY_clean,V2EVAL01,V10,EM_ONLY,clean,12.3394752,passed,
V2EVAL01_V10_EM_ONLY_exposed,V2EVAL01,V10,EM_ONLY,exposed,14.9178876,passed,
V2EVAL01_V10_SW_ONLY_clean,V2EVAL01,V10,SW_ONLY,clean,14.1905974,passed,
V2EVAL01_V10_SW_ONLY_exposed,V2EVAL01,V10,SW_ONLY,exposed,15.7637104,passed,
V2EVAL01_V10_COMBINED_clean,V2EVAL01,V10,COMBINED,clean,11.7240227,passed,
V2EVAL01_V10_COMBINED_exposed,V2EVAL01,V10,COMBINED,exposed,15.9044528,passed,
V2EVAL02_V10_BASELINE_clean,V2EVAL02,V10,BASELINE,clean,9.4557185,passed,
V2EVAL02_V10_BASELINE_exposed,V2EVAL02,V10,BASELINE,exposed,13.9617775,passed,
V2EVAL02_V10_EM_ONLY_clean,V2EVAL02,V10,EM_ONLY,clean,9.4113646,passed,
V2EVAL02_V10_EM_ONLY_exposed,V2EVAL02,V10,EM_ONLY,exposed,13.0688834,passed,
V2EVAL02_V10_SW_ONLY_clean,V2EVAL02,V10,SW_ONLY,clean,10.4250219,passed,
V2EVAL02_V10_SW_ONLY_exposed,V2EVAL02,V10,SW_ONLY,exposed,14.7268724,passed,
V2EVAL02_V10_COMBINED_clean,V2EVAL02,V10,COMBINED,clean,10.2157946,passed,
V2EVAL02_V10_COMBINED_exposed,V2EVAL02,V10,COMBINED,exposed,14.9748156,passed,
V2EVAL03_V10_BASELINE_clean,V2EVAL03,V10,BASELINE,clean,7.772011,passed,
V2EVAL03_V10_BASELINE_exposed,V2EVAL03,V10,BASELINE,exposed,11.7704598,passed,
V2EVAL03_V10_EM_ONLY_clean,V2EVAL03,V10,EM_ONLY,clean,7.2752853,passed,
V2EVAL03_V10_EM_ONLY_exposed,V2EVAL03,V10,EM_ONLY,exposed,12.1985907,passed,
V2EVAL03_V10_SW_ONLY_clean,V2EVAL03,V10,SW_ONLY,clean,10.5446509,passed,
V2EVAL03_V10_SW_ONLY_exposed,V2EVAL03,V10,SW_ONLY,exposed,13.582585,passed,
V2EVAL03_V10_COMBINED_clean,V2EVAL03,V10,COMBINED,clean,9.5958786,passed,
V2EVAL03_V10_COMBINED_exposed,V2EVAL03,V10,COMBINED,exposed,12.2826998,passed,
V2EVAL04_V10_BASELINE_clean,V2EVAL04,V10,BASELINE,clean,8.347169,passed,
V2EVAL04_V10_BASELINE_exposed,V2EVAL04,V10,BASELINE,exposed,11.5526937,passed,
V2EVAL04_V10_EM_ONLY_clean,V2EVAL04,V10,EM_ONLY,clean,7.810822,passed,
V2EVAL04_V10_EM_ONLY_exposed,V2EVAL04,V10,EM_ONLY,exposed,12.1226667,passed,
V2EVAL04_V10_SW_ONLY_clean,V2EVAL04,V10,SW_ONLY,clean,9.7405417,passed,
V2EVAL04_V10_SW_ONLY_exposed,V2EVAL04,V10,SW_ONLY,exposed,11.1492793,passed,
V2EVAL04_V10_COMBINED_clean,V2EVAL04,V10,COMBINED,clean,10.2872708,passed,
V2EVAL04_V10_COMBINED_exposed,V2EVAL04,V10,COMBINED,exposed,12.3584618,passed,
V2EVAL05_V10_BASELINE_clean,V2EVAL05,V10,BASELINE,clean,7.4658778,passed,
V2EVAL05_V10_BASELINE_exposed,V2EVAL05,V10,BASELINE,exposed,10.8762004,passed,
V2EVAL05_V10_EM_ONLY_clean,V2EVAL05,V10,EM_ONLY,clean,7.0920028,passed,
V2EVAL05_V10_EM_ONLY_exposed,V2EVAL05,V10,EM_ONLY,exposed,11.9373181,passed,
V2EVAL05_V10_SW_ONLY_clean,V2EVAL05,V10,SW_ONLY,clean,9.7734976,passed,
V2EVAL05_V10_SW_ONLY_exposed,V2EVAL05,V10,SW_ONLY,exposed,13.467915,passed,
V2EVAL05_V10_COMBINED_clean,V2EVAL05,V10,COMBINED,clean,10.0946099,passed,
V2EVAL05_V10_COMBINED_exposed,V2EVAL05,V10,COMBINED,exposed,12.3627199,passed,
V2EVAL06_V10_BASELINE_clean,V2EVAL06,V10,BASELINE,clean,8.1102505,passed,
V2EVAL06_V10_BASELINE_exposed,V2EVAL06,V10,BASELINE,exposed,11.4940734,passed,
V2EVAL06_V10_EM_ONLY_clean,V2EVAL06,V10,EM_ONLY,clean,7.9087317,passed,
V2EVAL06_V10_EM_ONLY_exposed,V2EVAL06,V10,EM_ONLY,exposed,11.6785838,passed,
V2EVAL06_V10_SW_ONLY_clean,V2EVAL06,V10,SW_ONLY,clean,10.1025175,passed,
V2EVAL06_V10_SW_ONLY_exposed,V2EVAL06,V10,SW_ONLY,exposed,13.5955009,passed,
V2EVAL06_V10_COMBINED_clean,V2EVAL06,V10,COMBINED,clean,10.1847528,passed,
V2EVAL06_V10_COMBINED_exposed,V2EVAL06,V10,COMBINED,exposed,12.8993903,passed,
V2EVAL07_V10_BASELINE_clean,V2EVAL07,V10,BASELINE,clean,7.3222603,passed,
V2EVAL07_V10_BASELINE_exposed,V2EVAL07,V10,BASELINE,exposed,10.5833533,passed,
V2EVAL07_V10_EM_ONLY_clean,V2EVAL07,V10,EM_ONLY,clean,7.1730887,passed,
V2EVAL07_V10_EM_ONLY_exposed,V2EVAL07,V10,EM_ONLY,exposed,10.6216335,passed,
V2EVAL07_V10_SW_ONLY_clean,V2EVAL07,V10,SW_ONLY,clean,8.7846337,passed,
V2EVAL07_V10_SW_ONLY_exposed,V2EVAL07,V10,SW_ONLY,exposed,11.9074599,passed,
V2EVAL07_V10_COMBINED_clean,V2EVAL07,V10,COMBINED,clean,9.5921293,passed,
V2EVAL07_V10_COMBINED_exposed,V2EVAL07,V10,COMBINED,exposed,12.3034091,passed,
V2EVAL08_V10_BASELINE_clean,V2EVAL08,V10,BASELINE,clean,7.1984441,passed,
V2EVAL08_V10_BASELINE_exposed,V2EVAL08,V10,BASELINE,exposed,10.8380287,passed,
V2EVAL08_V10_EM_ONLY_clean,V2EVAL08,V10,EM_ONLY,clean,7.338212,passed,
V2EVAL08_V10_EM_ONLY_exposed,V2EVAL08,V10,EM_ONLY,exposed,9.7627881,passed,
V2EVAL08_V10_SW_ONLY_clean,V2EVAL08,V10,SW_ONLY,clean,9.465429,passed,
V2EVAL08_V10_SW_ONLY_exposed,V2EVAL08,V10,SW_ONLY,exposed,12.585522,passed,
V2EVAL08_V10_COMBINED_clean,V2EVAL08,V10,COMBINED,clean,9.5771686,passed,
V2EVAL08_V10_COMBINED_exposed,V2EVAL08,V10,COMBINED,exposed,13.8496355,passed,
V2EVAL09_V10_BASELINE_clean,V2EVAL09,V10,BASELINE,clean,7.2251054,passed,
V2EVAL09_V10_BASELINE_exposed,V2EVAL09,V10,BASELINE,exposed,11.6787036,passed,
V2EVAL09_V10_EM_ONLY_clean,V2EVAL09,V10,EM_ONLY,clean,7.3919912,passed,
V2EVAL09_V10_EM_ONLY_exposed,V2EVAL09,V10,EM_ONLY,exposed,10.0423639,passed,
V2EVAL09_V10_SW_ONLY_clean,V2EVAL09,V10,SW_ONLY,clean,9.3074845,passed,
V2EVAL09_V10_SW_ONLY_exposed,V2EVAL09,V10,SW_ONLY,exposed,12.6365074,passed,
V2EVAL09_V10_COMBINED_clean,V2EVAL09,V10,COMBINED,clean,8.8660974,passed,
V2EVAL09_V10_COMBINED_exposed,V2EVAL09,V10,COMBINED,exposed,17.0271185,passed,
V2EVAL10_V10_BASELINE_clean,V2EVAL10,V10,BASELINE,clean,10.1005876,passed,
V2EVAL10_V10_BASELINE_exposed,V2EVAL10,V10,BASELINE,exposed,14.8251196,passed,
V2EVAL10_V10_EM_ONLY_clean,V2EVAL10,V10,EM_ONLY,clean,9.9880747,passed,
V2EVAL10_V10_EM_ONLY_exposed,V2EVAL10,V10,EM_ONLY,exposed,14.6173207,passed,
V2EVAL10_V10_SW_ONLY_clean,V2EVAL10,V10,SW_ONLY,clean,9.8818463,passed,
V2EVAL10_V10_SW_ONLY_exposed,V2EVAL10,V10,SW_ONLY,exposed,12.857421,passed,
V2EVAL10_V10_COMBINED_clean,V2EVAL10,V10,COMBINED,clean,9.0783027,passed,
V2EVAL10_V10_COMBINED_exposed,V2EVAL10,V10,COMBINED,exposed,12.6833853,passed,
V2EVAL11_V10_BASELINE_clean,V2EVAL11,V10,BASELINE,clean,7.3217463,passed,
V2EVAL11_V10_BASELINE_exposed,V2EVAL11,V10,BASELINE,exposed,12.0128844,passed,
V2EVAL11_V10_EM_ONLY_clean,V2EVAL11,V10,EM_ONLY,clean,7.410215,passed,
V2EVAL11_V10_EM_ONLY_exposed,V2EVAL11,V10,EM_ONLY,exposed,11.0845137,passed,
V2EVAL11_V10_SW_ONLY_clean,V2EVAL11,V10,SW_ONLY,clean,9.7914659,passed,
V2EVAL11_V10_SW_ONLY_exposed,V2EVAL11,V10,SW_ONLY,exposed,12.2626082,passed,
V2EVAL11_V10_COMBINED_clean,V2EVAL11,V10,COMBINED,clean,7.6475228,passed,
V2EVAL11_V10_COMBINED_exposed,V2EVAL11,V10,COMBINED,exposed,11.7107244,passed,
V2EVAL12_V10_BASELINE_clean,V2EVAL12,V10,BASELINE,clean,7.1005189,passed,
V2EVAL12_V10_BASELINE_exposed,V2EVAL12,V10,BASELINE,exposed,11.2735257,passed,
V2EVAL12_V10_EM_ONLY_clean,V2EVAL12,V10,EM_ONLY,clean,7.2749579,passed,
V2EVAL12_V10_EM_ONLY_exposed,V2EVAL12,V10,EM_ONLY,exposed,10.9781588,passed,
V2EVAL12_V10_SW_ONLY_clean,V2EVAL12,V10,SW_ONLY,clean,9.282453,passed,
V2EVAL12_V10_SW_ONLY_exposed,V2EVAL12,V10,SW_ONLY,exposed,12.1854003,passed,
V2EVAL12_V10_COMBINED_clean,V2EVAL12,V10,COMBINED,clean,9.2509722,passed,
V2EVAL12_V10_COMBINED_exposed,V2EVAL12,V10,COMBINED,exposed,11.3102945,passed,
V2EVAL01_V11_BASELINE_clean,V2EVAL01,V11,BASELINE,clean,14.1659677,passed,
V2EVAL01_V11_BASELINE_exposed,V2EVAL01,V11,BASELINE,exposed,18.3320348,passed,
V2EVAL01_V11_EM_ONLY_clean,V2EVAL01,V11,EM_ONLY,clean,12.0854912,passed,
V2EVAL01_V11_EM_ONLY_exposed,V2EVAL01,V11,EM_ONLY,exposed,15.0109218,passed,
V2EVAL01_V11_SW_ONLY_clean,V2EVAL01,V11,SW_ONLY,clean,13.8295282,passed,
V2EVAL01_V11_SW_ONLY_exposed,V2EVAL01,V11,SW_ONLY,exposed,16.70162,passed,
V2EVAL01_V11_COMBINED_clean,V2EVAL01,V11,COMBINED,clean,11.0939216,passed,
V2EVAL01_V11_COMBINED_exposed,V2EVAL01,V11,COMBINED,exposed,16.8019479,passed,
V2EVAL02_V11_BASELINE_clean,V2EVAL02,V11,BASELINE,clean,8.8674645,passed,
V2EVAL02_V11_BASELINE_exposed,V2EVAL02,V11,BASELINE,exposed,13.8962451,passed,
V2EVAL02_V11_EM_ONLY_clean,V2EVAL02,V11,EM_ONLY,clean,9.4991163,passed,
V2EVAL02_V11_EM_ONLY_exposed,V2EVAL02,V11,EM_ONLY,exposed,13.6708955,passed,
V2EVAL02_V11_SW_ONLY_clean,V2EVAL02,V11,SW_ONLY,clean,10.6058309,passed,
V2EVAL02_V11_SW_ONLY_exposed,V2EVAL02,V11,SW_ONLY,exposed,14.3281726,passed,
V2EVAL02_V11_COMBINED_clean,V2EVAL02,V11,COMBINED,clean,10.2137489,passed,
V2EVAL02_V11_COMBINED_exposed,V2EVAL02,V11,COMBINED,exposed,14.6778766,passed,
V2EVAL03_V11_BASELINE_clean,V2EVAL03,V11,BASELINE,clean,7.7903314,passed,
V2EVAL03_V11_BASELINE_exposed,V2EVAL03,V11,BASELINE,exposed,11.8767353,passed,
V2EVAL03_V11_EM_ONLY_clean,V2EVAL03,V11,EM_ONLY,clean,7.4613961,passed,
V2EVAL03_V11_EM_ONLY_exposed,V2EVAL03,V11,EM_ONLY,exposed,13.0681438,passed,
V2EVAL03_V11_SW_ONLY_clean,V2EVAL03,V11,SW_ONLY,clean,10.0874075,passed,
V2EVAL03_V11_SW_ONLY_exposed,V2EVAL03,V11,SW_ONLY,exposed,14.0828854,passed,
V2EVAL03_V11_COMBINED_clean,V2EVAL03,V11,COMBINED,clean,9.4627974,passed,
V2EVAL03_V11_COMBINED_exposed,V2EVAL03,V11,COMBINED,exposed,12.2259225,passed,
V2EVAL04_V11_BASELINE_clean,V2EVAL04,V11,BASELINE,clean,7.8139028,passed,
V2EVAL04_V11_BASELINE_exposed,V2EVAL04,V11,BASELINE,exposed,11.7545613,passed,
V2EVAL04_V11_EM_ONLY_clean,V2EVAL04,V11,EM_ONLY,clean,7.4901092,passed,
V2EVAL04_V11_EM_ONLY_exposed,V2EVAL04,V11,EM_ONLY,exposed,11.8970264,passed,
V2EVAL04_V11_SW_ONLY_clean,V2EVAL04,V11,SW_ONLY,clean,9.5272542,passed,
V2EVAL04_V11_SW_ONLY_exposed,V2EVAL04,V11,SW_ONLY,exposed,11.1772318,passed,
V2EVAL04_V11_COMBINED_clean,V2EVAL04,V11,COMBINED,clean,10.3756769,passed,
V2EVAL04_V11_COMBINED_exposed,V2EVAL04,V11,COMBINED,exposed,12.7182778,passed,
V2EVAL05_V11_BASELINE_clean,V2EVAL05,V11,BASELINE,clean,7.611782,passed,
V2EVAL05_V11_BASELINE_exposed,V2EVAL05,V11,BASELINE,exposed,10.3680308,passed,
V2EVAL05_V11_EM_ONLY_clean,V2EVAL05,V11,EM_ONLY,clean,6.9385154,passed,
V2EVAL05_V11_EM_ONLY_exposed,V2EVAL05,V11,EM_ONLY,exposed,11.3891851,passed,
V2EVAL05_V11_SW_ONLY_clean,V2EVAL05,V11,SW_ONLY,clean,10.361609,passed,
V2EVAL05_V11_SW_ONLY_exposed,V2EVAL05,V11,SW_ONLY,exposed,13.3663525,passed,
V2EVAL05_V11_COMBINED_clean,V2EVAL05,V11,COMBINED,clean,10.0495092,passed,
V2EVAL05_V11_COMBINED_exposed,V2EVAL05,V11,COMBINED,exposed,12.8172506,passed,
V2EVAL06_V11_BASELINE_clean,V2EVAL06,V11,BASELINE,clean,8.1187357,passed,
V2EVAL06_V11_BASELINE_exposed,V2EVAL06,V11,BASELINE,exposed,11.5435396,passed,
V2EVAL06_V11_EM_ONLY_clean,V2EVAL06,V11,EM_ONLY,clean,7.9578005,passed,
V2EVAL06_V11_EM_ONLY_exposed,V2EVAL06,V11,EM_ONLY,exposed,11.819568,passed,
V2EVAL06_V11_SW_ONLY_clean,V2EVAL06,V11,SW_ONLY,clean,10.185443,passed,
V2EVAL06_V11_SW_ONLY_exposed,V2EVAL06,V11,SW_ONLY,exposed,13.552172,passed,
V2EVAL06_V11_COMBINED_clean,V2EVAL06,V11,COMBINED,clean,10.0256634,passed,
V2EVAL06_V11_COMBINED_exposed,V2EVAL06,V11,COMBINED,exposed,13.7063746,passed,
V2EVAL07_V11_BASELINE_clean,V2EVAL07,V11,BASELINE,clean,7.2639537,passed,
V2EVAL07_V11_BASELINE_exposed,V2EVAL07,V11,BASELINE,exposed,11.4570142,passed,
V2EVAL07_V11_EM_ONLY_clean,V2EVAL07,V11,EM_ONLY,clean,6.7327561,passed,
V2EVAL07_V11_EM_ONLY_exposed,V2EVAL07,V11,EM_ONLY,exposed,10.4183651,passed,
V2EVAL07_V11_SW_ONLY_clean,V2EVAL07,V11,SW_ONLY,clean,9.4054192,passed,
V2EVAL07_V11_SW_ONLY_exposed,V2EVAL07,V11,SW_ONLY,exposed,11.9662817,passed,
V2EVAL07_V11_COMBINED_clean,V2EVAL07,V11,COMBINED,clean,9.5694068,passed,
V2EVAL07_V11_COMBINED_exposed,V2EVAL07,V11,COMBINED,exposed,12.2986144,passed,
V2EVAL08_V11_BASELINE_clean,V2EVAL08,V11,BASELINE,clean,7.3677884,passed,
V2EVAL08_V11_BASELINE_exposed,V2EVAL08,V11,BASELINE,exposed,10.9343176,passed,
V2EVAL08_V11_EM_ONLY_clean,V2EVAL08,V11,EM_ONLY,clean,7.4837067,passed,
V2EVAL08_V11_EM_ONLY_exposed,V2EVAL08,V11,EM_ONLY,exposed,9.9872979,passed,
V2EVAL08_V11_SW_ONLY_clean,V2EVAL08,V11,SW_ONLY,clean,9.4178653,passed,
V2EVAL08_V11_SW_ONLY_exposed,V2EVAL08,V11,SW_ONLY,exposed,12.6165229,passed,
V2EVAL08_V11_COMBINED_clean,V2EVAL08,V11,COMBINED,clean,10.5773017,passed,
V2EVAL08_V11_COMBINED_exposed,V2EVAL08,V11,COMBINED,exposed,13.4596587,passed,
V2EVAL09_V11_BASELINE_clean,V2EVAL09,V11,BASELINE,clean,7.09727,passed,
V2EVAL09_V11_BASELINE_exposed,V2EVAL09,V11,BASELINE,exposed,11.4095935,passed,
V2EVAL09_V11_EM_ONLY_clean,V2EVAL09,V11,EM_ONLY,clean,7.1533079,passed,
V2EVAL09_V11_EM_ONLY_exposed,V2EVAL09,V11,EM_ONLY,exposed,10.200917,passed,
V2EVAL09_V11_SW_ONLY_clean,V2EVAL09,V11,SW_ONLY,clean,8.8697687,passed,
V2EVAL09_V11_SW_ONLY_exposed,V2EVAL09,V11,SW_ONLY,exposed,13.2367613,passed,
V2EVAL09_V11_COMBINED_clean,V2EVAL09,V11,COMBINED,clean,9.1412666,passed,
V2EVAL09_V11_COMBINED_exposed,V2EVAL09,V11,COMBINED,exposed,17.9846669,passed,
V2EVAL10_V11_BASELINE_clean,V2EVAL10,V11,BASELINE,clean,9.6548967,passed,
V2EVAL10_V11_BASELINE_exposed,V2EVAL10,V11,BASELINE,exposed,15.7155439,passed,
V2EVAL10_V11_EM_ONLY_clean,V2EVAL10,V11,EM_ONLY,clean,10.1704851,passed,
V2EVAL10_V11_EM_ONLY_exposed,V2EVAL10,V11,EM_ONLY,exposed,13.7860806,passed,
V2EVAL10_V11_SW_ONLY_clean,V2EVAL10,V11,SW_ONLY,clean,9.0705749,passed,
V2EVAL10_V11_SW_ONLY_exposed,V2EVAL10,V11,SW_ONLY,exposed,13.1970102,passed,
V2EVAL10_V11_COMBINED_clean,V2EVAL10,V11,COMBINED,clean,9.2887665,passed,
V2EVAL10_V11_COMBINED_exposed,V2EVAL10,V11,COMBINED,exposed,12.9822501,passed,
V2EVAL11_V11_BASELINE_clean,V2EVAL11,V11,BASELINE,clean,7.8042008,passed,
V2EVAL11_V11_BASELINE_exposed,V2EVAL11,V11,BASELINE,exposed,11.6914657,passed,
V2EVAL11_V11_EM_ONLY_clean,V2EVAL11,V11,EM_ONLY,clean,7.415331,passed,
V2EVAL11_V11_EM_ONLY_exposed,V2EVAL11,V11,EM_ONLY,exposed,11.2864416,passed,
V2EVAL11_V11_SW_ONLY_clean,V2EVAL11,V11,SW_ONLY,clean,9.0830221,passed,
V2EVAL11_V11_SW_ONLY_exposed,V2EVAL11,V11,SW_ONLY,exposed,12.1037054,passed,
V2EVAL11_V11_COMBINED_clean,V2EVAL11,V11,COMBINED,clean,7.4863151,passed,
V2EVAL11_V11_COMBINED_exposed,V2EVAL11,V11,COMBINED,exposed,12.4810009,passed,
V2EVAL12_V11_BASELINE_clean,V2EVAL12,V11,BASELINE,clean,7.4659275,passed,
V2EVAL12_V11_BASELINE_exposed,V2EVAL12,V11,BASELINE,exposed,11.5552877,passed,
V2EVAL12_V11_EM_ONLY_clean,V2EVAL12,V11,EM_ONLY,clean,6.837033,passed,
V2EVAL12_V11_EM_ONLY_exposed,V2EVAL12,V11,EM_ONLY,exposed,10.8259198,passed,
V2EVAL12_V11_SW_ONLY_clean,V2EVAL12,V11,SW_ONLY,clean,8.9824396,passed,
