Case,Variant,CoarseStep_ns,FineStep_ns,VoltageError_V,DifferentialError_V,ThresholdSequenceExact,ThresholdTimeError_ns,ComparatorSequenceExact,ComparatorTimeError_ns,OutputSequenceExact,OutputTimeError_ns,DecoderSequenceExact,DecoderTimeError_ns,VirtualCountsExact,Pass
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_25ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_transport,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A0,narrow_hysteresis_assumption_40ns_inertial,0.25,0.125,9.58816754215164e-07,3.22577321743012e-07,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1.74920773937486e-08,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,1.47764897648513e-08,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,1.47764897648513e-08,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,1.47764897648513e-08,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,1.47764897648513e-08,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,5.36171855611972e-09,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,4.75947813062191e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,4.75947813062191e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,4.75947813062191e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,4.75947813062191e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,4.11573309070865e-09,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,6.34004161019844e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,6.34004161019844e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,6.34004161019844e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.5,0.25,2.17339601249478e-06,1.48092843765824e-07,1,6.34004161019844e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,5.31428471107348e-09,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_25ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,1
Cd1000_Ccp240_Ccn7_A1,typical_illustration_40ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,7.09063985640784e-07,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.0780021248348e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_25ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.0780021248348e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.0780021248348e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,1
Cd1000_Ccp240_Ccn7_A1,lower_illustration_40ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.0780021248348e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,7.06458512295029e-07,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.15888530096812e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_25ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.15888530096812e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.15888530096812e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,1
Cd1000_Ccp240_Ccn7_A1,upper_illustration_40ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.15888530096812e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,7.13601541139225e-07,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_25ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_transport,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,1
Cd1000_Ccp240_Ccn7_A1,narrow_hysteresis_assumption_40ns_inertial,0.25,0.125,9.69636406722429e-07,2.69180966183669e-07,1,7.10707229558457e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,7.09876290237201e-07,1,1
